MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
60,3,96.0,826,1,0,3,3,0,4,0,16,2,2,0,5,10,5,108,58,1,1,12,13,4,178,0,4,2,1,4,1,3,1280,6,0,251,630,1,0,1,5,667,94,0,765,1,0,2,1,3,1,0,7,6,1,1,4,94,1,3,387,5,5,2,121,114,0,0,0,0,0,0,0,0,7,2,6,5
50,3,50.0,322,1,1,3,3,0,4,0,7,2,2,0,0,5,8,9,0,1,1,8,8,3,0,3,4,0,4,2,4,5,241,2,75,130,183,1,0,1,5,208,29,0,319,1,0,1,0,4,1,3,5,6,0,0,6,64,3,1,91,5,5,2,0,110,38,0,0,0,0,3,0,0,3,2,8,4
60,3,71.0,798,1,0,0,3,0,1,0,11,2,2,0,5,6,5,102,52,1,1,12,13,3,0,3,4,2,1,4,4,1,690,6,0,49,146,1,0,1,5,100,355,0,649,1,0,2,1,3,1,2,5,6,1,5,4,87,1,2,228,5,5,2,64,151,0,0,0,0,0,0,0,0,5,3,8,4
20,3,0.0,316,1,0,0,3,0,4,0,12,2,2,0,2,5,7,60,9,1,1,8,8,3,0,3,4,3,0,0,0,0,0,0,0,0,0,1,4,1,5,150,0,0,56,0,0,1,0,3,1,3,3,6,0,0,2,45,2,1,46,5,5,2,0,0,0,0,0,0,0,3,3,13,6,1,8,4
30,3,0.0,224,1,0,3,3,0,0,0,3,1,2,0,2,4,5,44,0,1,1,14,15,3,0,3,4,1,4,4,4,5,266,6,0,335,133,1,4,1,1,88,0,0,26,0,0,1,0,2,1,3,2,6,2,5,0,109,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,8,0
50,3,60.0,556,1,0,3,3,0,4,0,17,2,2,0,0,5,6,43,0,1,1,8,8,3,0,3,4,1,4,4,4,6,0,6,0,458,106,1,2,1,1,58,11,0,123,0,0,1,0,2,1,3,3,6,0,0,6,28,3,1,19,5,5,2,0,27,0,0,0,0,0,0,0,0,6,1,8,4
20,3,68.0,492,1,0,3,3,0,4,0,7,2,2,0,2,5,6,57,6,1,1,13,14,3,0,3,4,1,4,4,1,2,739,6,0,254,369,1,4,1,5,346,0,0,192,1,0,1,0,3,1,3,4,6,0,0,2,42,3,1,251,5,5,2,13,0,0,0,0,0,0,0,0,0,5,4,8,4
20,3,60.0,202,1,0,3,2,0,4,0,5,2,2,0,2,5,5,73,22,3,1,8,8,3,0,3,4,1,4,4,1,5,777,6,0,51,201,1,4,1,5,159,0,0,61,0,0,1,0,2,1,3,4,6,0,0,6,71,2,2,253,5,5,2,136,0,0,0,0,0,0,0,0,0,8,3,8,4
60,3,69.0,235,1,0,3,3,0,4,0,12,4,2,0,5,5,5,63,12,1,1,12,13,2,188,3,4,1,4,4,4,1,540,6,0,201,185,1,4,1,5,146,282,0,584,0,0,2,0,4,1,3,6,6,1,5,2,48,2,1,30,5,5,2,0,136,0,0,0,0,0,0,0,0,6,1,8,4
30,4,60.0,404,1,0,3,3,0,0,0,9,2,2,0,2,5,2,24,0,1,1,8,8,3,0,3,1,0,2,3,4,6,0,6,0,573,245,1,2,1,4,295,0,0,146,0,0,1,0,2,1,3,4,1,0,0,6,8,3,1,71,4,4,0,0,0,0,0,0,0,0,0,0,0,10,1,8,0
60,1,65.0,292,1,0,3,3,0,4,0,21,2,2,0,5,7,5,107,57,1,1,5,5,4,57,2,4,2,3,4,4,3,812,6,0,165,334,1,0,1,5,320,33,0,427,1,0,2,0,2,1,2,5,6,0,0,2,93,1,2,131,5,5,2,0,136,0,0,0,0,0,0,0,0,9,3,8,4
120,3,38.0,951,1,0,1,3,0,4,0,24,2,2,4,2,8,5,97,46,1,1,3,3,3,0,2,4,2,3,4,4,3,786,6,0,306,439,1,0,1,5,444,0,0,274,1,0,1,1,1,1,0,2,6,2,3,2,82,1,2,182,5,5,2,59,20,0,0,52,0,0,0,0,0,11,2,8,4
20,3,65.0,370,1,0,0,3,0,4,0,5,2,2,0,2,7,5,106,55,1,1,12,13,3,0,2,4,2,3,4,1,3,24,6,0,676,469,1,0,1,5,457,0,0,286,0,0,2,0,3,1,2,4,6,1,3,2,91,1,2,101,5,5,2,0,0,0,0,0,0,0,0,0,0,6,0,6,5
30,3,60.0,569,1,0,3,3,0,4,0,19,2,2,0,2,5,8,43,47,1,1,13,14,3,0,3,4,2,4,4,4,6,0,6,0,419,70,1,0,1,5,32,0,0,7,0,0,1,0,2,1,3,2,6,0,0,6,28,3,1,19,5,5,0,97,0,0,0,0,0,0,1,0,0,7,2,8,4
60,3,93.0,781,1,0,3,3,0,0,0,15,2,2,0,5,8,5,99,48,3,1,12,13,2,297,2,4,2,3,4,4,6,0,6,0,642,366,1,2,1,5,363,335,0,752,0,0,2,1,4,1,2,8,6,1,5,4,84,1,2,115,5,5,2,78,104,0,0,0,0,0,0,0,0,6,0,8,0
60,3,0.0,591,1,0,0,3,0,4,0,8,2,2,0,5,6,5,96,46,1,1,8,8,3,0,3,4,2,3,4,4,6,0,6,0,504,147,1,2,1,5,101,185,0,444,0,0,2,1,3,1,3,5,6,1,5,4,81,1,2,86,5,5,2,0,28,0,0,0,0,0,0,0,0,4,1,8,4
20,3,0.0,540,1,0,0,3,0,0,0,19,1,2,0,2,4,4,77,43,1,1,9,10,3,0,3,4,1,4,4,4,2,1116,6,0,83,454,1,0,1,5,609,0,0,471,1,0,2,0,3,1,3,6,2,1,5,2,79,3,2,173,5,5,2,59,65,0,0,0,0,0,2,0,0,5,3,8,4
50,3,51.0,608,1,0,3,3,0,4,0,18,2,2,0,0,6,5,39,0,1,1,8,8,3,0,3,4,0,4,4,4,6,0,6,0,613,317,1,0,1,1,364,0,16,484,0,0,1,0,3,1,3,4,1,0,0,6,24,3,1,19,5,5,2,0,0,0,0,0,0,0,0,0,0,2,2,8,4
70,3,63.0,961,1,0,3,3,0,4,0,6,2,2,0,5,6,7,19,26,1,1,13,10,3,0,3,4,0,3,4,4,6,0,6,0,519,168,1,0,1,5,123,225,0,509,0,0,2,0,4,1,3,6,6,0,0,2,46,3,1,56,5,5,2,0,0,61,0,0,0,0,0,0,0,2,2,8,4
60,3,109.0,917,1,0,3,3,0,0,0,16,2,2,0,5,7,5,107,56,1,1,12,13,2,221,2,4,2,1,2,4,6,0,6,0,612,316,1,0,1,5,290,337,0,729,0,0,2,1,3,1,2,7,6,1,3,2,92,2,3,422,5,5,2,118,50,0,0,0,0,0,0,0,0,7,1,6,5
60,1,85.0,651,1,0,3,3,0,4,0,21,2,2,0,5,8,5,108,58,1,1,12,13,4,57,2,4,2,1,4,4,3,789,6,0,141,298,1,0,1,5,272,311,0,696,1,0,2,1,3,1,0,6,6,1,3,2,94,1,3,380,5,5,2,0,86,0,0,0,0,0,0,0,0,3,2,6,5
20,3,68.0,492,1,0,3,3,0,4,0,7,2,2,0,2,5,3,59,8,1,1,2,2,3,0,3,1,1,4,1,4,6,0,6,0,674,451,1,4,1,1,435,0,0,267,0,0,1,0,3,1,3,3,4,0,0,2,44,3,1,75,5,5,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0
190,3,100.0,1054,1,0,3,0,0,4,0,8,2,2,1,2,5,5,56,5,3,1,13,14,3,0,3,4,1,4,4,3,5,1056,6,0,0,310,1,4,0,5,278,0,0,134,1,0,1,0,3,1,3,3,6,0,0,2,41,1,2,236,5,5,2,170,0,0,0,0,0,0,0,0,0,0,0,8,4
20,1,0.0,79,1,0,1,3,0,4,0,21,2,2,0,2,7,5,110,59,1,1,8,8,4,251,0,4,2,1,4,1,3,578,6,0,543,543,1,0,1,5,537,0,0,383,1,0,2,1,2,1,2,5,6,1,3,2,95,1,2,170,5,5,2,0,122,0,0,0,0,0,0,0,0,5,4,6,5
30,4,56.0,402,1,1,3,3,0,4,0,17,0,2,0,2,5,6,31,0,1,1,14,15,3,0,3,4,1,4,4,4,6,0,6,0,595,283,1,2,1,1,258,0,0,120,0,0,1,0,2,1,3,3,6,1,3,6,15,3,2,79,5,5,2,0,0,47,0,0,0,0,0,0,0,2,4,8,4
60,3,59.0,697,1,0,1,3,0,1,0,20,2,2,0,5,7,5,94,43,1,1,12,13,3,0,2,4,2,3,4,4,2,50,3,97,322,327,1,0,1,5,298,309,0,704,0,1,2,1,3,1,2,7,6,1,5,2,79,3,3,304,5,5,2,121,147,0,0,0,0,0,0,0,0,11,2,8,4
20,3,73.0,392,1,0,0,3,0,4,0,8,2,2,0,2,7,5,108,57,1,1,12,13,3,0,2,4,2,3,4,1,3,24,6,0,684,481,1,0,1,5,473,0,0,301,0,0,2,0,3,1,2,4,6,0,0,2,93,1,2,98,5,5,2,46,20,0,0,0,0,0,0,0,0,7,1,6,5
60,3,74.0,259,1,0,3,3,0,4,0,19,2,2,0,5,6,7,79,28,3,1,6,6,2,131,3,4,1,4,4,4,1,209,6,0,298,70,1,4,1,5,32,163,0,341,0,0,1,1,3,1,3,4,6,1,5,2,64,1,2,133,5,5,2,0,0,0,0,0,0,0,0,0,0,2,0,8,4
70,3,86.0,1035,1,0,0,3,0,4,0,6,1,2,0,5,6,6,22,0,3,1,13,12,3,0,3,4,0,3,4,4,2,1128,6,0,139,496,2,4,0,1,487,377,0,815,1,0,2,1,4,1,3,8,6,1,3,6,7,3,3,396,5,5,0,0,0,0,0,0,0,0,0,0,0,10,1,8,4
50,3,60.0,294,1,0,3,3,0,4,0,7,2,2,0,0,5,6,43,0,1,1,8,8,3,0,3,4,0,4,4,4,1,312,6,0,284,117,1,1,0,2,70,25,0,184,1,0,1,1,3,1,3,5,6,0,0,6,28,3,1,19,5,5,1,0,0,0,0,0,0,0,0,0,0,3,1,8,1
20,3,65.0,327,1,0,3,3,0,4,0,12,2,2,0,2,5,6,69,18,1,1,12,13,3,0,3,4,1,4,4,4,2,775,6,0,166,310,1,0,1,5,278,0,0,134,1,0,1,0,3,1,3,4,6,1,2,2,54,3,1,53,5,5,2,0,71,73,0,0,0,0,0,0,0,6,4,8,4
90,4,78.0,189,1,0,3,3,0,4,0,11,2,2,2,6,7,5,98,48,1,1,12,13,2,129,3,2,2,3,2,2,3,1309,6,0,8,482,1,0,1,5,475,0,0,304,2,0,2,0,2,2,3,6,6,0,0,2,83,1,4,355,5,5,2,0,0,0,0,0,0,0,0,0,0,10,2,8,2
20,3,0.0,987,1,0,0,3,0,2,0,14,2,2,0,2,6,7,78,50,1,1,5,5,4,77,2,4,1,3,4,4,1,1246,6,0,220,603,1,2,1,5,602,0,0,461,0,1,2,0,3,1,2,6,6,1,5,2,63,1,2,206,5,5,2,154,0,0,0,0,0,0,0,0,0,5,3,8,4
20,3,100.0,1031,1,0,3,1,0,4,1,11,0,2,0,2,5,5,55,4,3,1,6,6,3,0,3,4,1,4,4,4,6,0,6,0,587,267,1,0,1,1,230,0,0,105,0,0,1,0,2,1,3,2,6,0,0,2,40,2,2,198,5,5,0,0,0,0,0,0,0,0,0,0,0,1,2,8,4
60,3,80.0,438,1,0,3,3,0,4,0,15,2,2,0,5,8,5,99,48,1,1,12,13,2,267,2,4,2,3,4,4,3,986,6,0,313,543,1,2,1,5,533,356,0,816,1,0,2,1,4,1,2,6,6,1,5,2,84,1,3,316,5,5,2,0,54,0,0,0,0,0,0,0,0,5,2,8,4
20,3,72.0,409,1,0,3,3,0,4,0,12,2,2,0,2,6,5,57,6,1,1,13,14,2,38,3,4,1,3,4,4,4,616,6,0,372,398,1,2,1,1,383,0,0,218,1,0,1,0,2,1,3,4,6,1,3,2,42,2,1,48,5,5,2,0,32,0,0,0,0,0,0,0,0,4,2,8,4
60,4,60.0,46,1,1,3,1,0,4,0,17,2,2,0,5,7,8,47,42,1,1,6,6,3,0,3,2,1,4,4,4,6,0,6,0,408,61,1,2,1,5,49,135,0,334,0,0,1,1,3,1,3,4,6,2,3,6,33,3,1,19,5,5,1,0,0,44,0,0,0,0,0,0,0,8,3,8,4
80,3,0.0,844,1,0,3,2,0,4,1,20,2,2,0,7,7,5,90,39,1,1,13,14,2,90,2,4,2,3,4,2,3,1518,6,0,0,569,1,2,1,5,620,0,0,487,1,1,2,0,2,1,2,3,6,1,5,2,75,1,2,234,5,5,2,32,0,0,0,72,0,0,0,0,0,7,3,8,4
20,3,77.0,349,1,0,0,3,0,4,0,12,2,2,0,2,4,6,58,7,3,1,8,8,3,0,3,4,1,4,4,4,5,288,6,0,390,205,1,0,1,5,168,0,0,67,0,0,1,0,3,1,3,3,6,0,0,6,50,3,1,76,5,5,2,0,0,0,0,0,0,0,0,0,0,6,2,8,4
20,3,64.0,162,1,0,3,3,0,4,0,5,2,2,0,2,7,5,108,57,1,1,12,13,2,63,2,4,2,3,4,4,3,664,6,0,349,406,1,0,1,5,389,0,0,224,1,0,2,0,2,1,2,4,6,0,0,2,93,2,2,278,5,5,2,49,42,0,0,0,0,0,0,0,0,8,1,6,5
20,3,130.0,729,1,0,0,3,0,0,0,23,2,2,0,2,6,5,89,38,1,1,6,6,3,0,3,4,1,3,4,3,3,1005,6,0,242,508,1,4,1,5,504,0,0,346,1,0,2,0,3,1,2,4,6,1,5,2,74,3,2,240,5,5,2,0,0,65,0,0,0,0,0,0,0,2,3,8,4
160,4,21.0,6,1,0,3,3,0,4,0,2,2,2,3,5,6,5,72,21,1,1,6,6,2,151,3,4,1,4,4,4,1,387,6,0,36,17,1,4,1,5,4,51,0,104,0,0,1,1,2,1,3,2,6,0,0,6,57,3,1,30,5,5,2,0,0,0,0,0,0,0,0,0,0,6,2,0,0
50,4,60.0,117,1,0,0,0,0,4,0,17,1,2,0,0,6,7,24,48,1,1,8,8,3,0,3,4,0,4,4,4,6,0,6,0,548,204,1,2,1,5,302,1,0,219,0,0,1,0,4,1,3,5,6,0,0,0,106,0,0,0,0,0,0,0,82,0,0,0,0,0,3,0,0,8,2,3,0
160,4,24.0,9,1,0,3,3,0,4,0,2,2,2,4,5,5,5,72,21,1,1,6,6,2,232,3,4,1,4,4,4,1,471,6,0,176,121,1,0,1,5,74,99,0,318,1,0,1,1,2,1,3,4,2,0,0,6,57,3,2,133,5,5,2,154,25,0,0,0,0,0,0,0,0,7,1,8,4
60,3,100.0,653,1,0,0,3,0,0,0,8,2,2,0,5,6,5,98,48,1,1,12,13,3,0,3,4,2,3,4,4,6,0,6,0,559,218,1,0,1,5,182,133,0,463,0,0,2,1,3,1,3,5,6,1,5,2,83,1,2,156,5,5,2,0,25,0,0,0,0,0,0,0,0,6,2,8,4
180,4,21.0,8,1,0,3,3,0,4,0,10,2,2,3,6,4,7,73,22,1,1,5,5,3,0,3,2,1,3,4,1,1,495,6,0,64,53,1,2,1,5,25,0,0,6,1,0,1,0,1,1,3,1,6,0,0,0,107,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,5,2,8,4
60,3,43.0,635,1,0,1,3,0,1,0,5,4,2,0,5,7,6,97,46,1,1,12,13,3,0,2,4,2,3,4,1,3,385,1,66,18,142,1,0,1,5,116,222,0,498,1,0,2,1,3,1,2,4,6,1,5,2,82,2,2,221,5,5,2,89,49,0,0,0,0,0,0,0,0,3,3,5,4
50,4,40.0,78,1,0,3,3,0,4,0,17,2,2,0,0,6,8,24,0,1,1,11,12,3,0,3,4,0,2,4,4,6,0,6,0,405,58,1,4,1,1,57,26,0,172,0,0,1,0,2,1,3,4,6,0,0,6,76,3,2,133,5,5,2,0,0,0,0,0,0,0,0,0,0,9,0,8,4
45,4,50.0,135,1,0,3,3,0,4,0,3,2,2,0,1,6,7,30,54,1,1,13,14,3,0,2,4,2,4,4,4,6,0,6,0,541,197,1,2,1,5,166,0,0,66,0,0,1,0,2,1,3,2,6,0,0,6,14,3,1,3,5,5,2,0,0,36,0,0,0,0,0,0,0,0,3,8,4
30,3,40.0,75,1,0,3,3,0,4,0,6,2,2,0,2,5,6,17,52,1,1,14,12,3,0,3,4,2,4,4,4,4,365,6,0,21,12,1,4,0,5,43,0,0,10,0,0,1,0,2,1,2,2,6,1,3,6,76,3,1,76,3,5,1,0,0,6,0,0,0,0,3,0,0,2,1,8,4
50,3,67.0,810,1,1,3,3,0,0,0,7,2,2,0,0,6,8,24,50,1,1,13,14,3,0,3,4,0,4,1,3,6,0,6,0,424,75,1,2,1,5,38,54,0,218,0,0,1,0,3,1,2,5,6,0,0,6,91,3,2,205,5,5,2,0,34,0,0,0,0,0,1,3,11,7,3,4,4
20,3,105.0,958,1,0,3,3,0,4,0,16,2,2,0,2,10,5,109,58,3,1,12,13,4,129,0,4,2,1,4,2,3,1767,1,99,491,716,1,0,1,5,743,0,0,780,1,0,2,0,2,1,0,8,6,2,3,2,94,1,3,300,5,5,2,0,59,0,0,33,0,0,0,0,0,3,3,8,4
90,3,92.0,784,1,0,3,3,0,4,0,7,2,2,2,2,4,4,56,5,1,1,12,13,2,177,3,4,1,4,4,4,1,133,6,0,683,531,1,4,0,2,520,0,0,361,0,0,2,0,4,2,1,6,6,0,0,0,120,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,8,4
50,4,52.0,145,1,0,3,3,0,4,0,3,2,2,0,0,5,7,34,42,1,1,8,8,3,0,3,4,2,4,4,4,6,0,6,0,618,325,1,4,1,5,333,36,0,445,0,0,2,0,3,1,3,6,6,1,3,6,18,3,2,79,5,5,1,0,0,0,0,0,0,0,0,0,0,5,2,8,4
120,3,53.0,58,1,0,3,3,0,4,0,0,2,2,4,2,7,5,107,57,1,1,14,15,2,37,2,4,2,1,4,1,6,0,6,0,670,438,1,0,1,5,424,0,0,257,0,0,2,0,2,1,2,4,6,1,3,2,93,1,3,288,5,5,2,78,7,0,0,0,0,0,0,0,0,5,1,6,5
60,3,70.0,366,1,0,3,3,0,4,0,5,2,2,0,5,7,5,95,45,1,1,12,13,3,0,2,2,2,3,4,4,3,642,6,0,159,211,1,0,1,5,188,292,0,621,1,0,2,1,4,1,2,6,6,1,5,2,80,3,2,175,5,5,2,78,113,0,0,0,0,0,0,0,0,6,2,8,4
20,3,73.0,525,1,0,3,3,0,0,0,7,2,2,0,2,6,5,57,6,3,1,13,14,3,0,3,4,1,4,4,4,6,0,6,0,715,529,1,1,1,5,642,0,0,516,0,0,1,0,3,1,3,5,6,1,3,2,42,3,2,166,5,5,2,0,0,0,0,0,0,0,3,0,0,10,3,0,4
20,3,137.0,984,1,0,0,3,0,0,0,12,3,2,0,2,6,6,67,52,1,1,3,10,3,0,2,4,1,4,4,4,1,247,5,122,359,568,1,0,1,5,698,0,0,614,0,0,2,1,2,1,2,4,4,1,3,2,52,1,2,242,5,5,2,0,0,0,0,0,0,0,0,0,0,5,4,8,4
60,3,0.0,694,1,0,0,3,0,0,0,8,2,2,0,5,7,5,99,49,1,1,12,13,3,0,2,4,2,3,4,4,6,0,6,0,561,221,1,2,1,5,204,279,0,613,0,0,2,1,4,1,2,8,6,1,5,2,84,1,2,124,5,5,2,39,0,0,0,0,0,0,0,0,0,6,0,8,4
50,4,50.0,350,1,0,3,0,0,4,0,9,2,2,0,0,6,6,40,0,1,1,8,8,3,0,3,4,0,4,4,4,6,0,6,0,487,130,1,4,1,5,84,98,0,326,0,0,2,0,3,1,3,5,6,1,3,6,25,3,1,7,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4
50,4,50.0,135,1,0,3,3,0,4,0,17,2,2,0,0,3,7,49,52,1,1,8,8,3,0,3,2,1,4,4,4,1,331,6,0,195,59,1,0,1,5,35,51,0,212,0,0,1,1,2,1,3,4,6,0,0,6,67,3,1,56,5,5,2,0,142,0,0,0,0,0,0,0,0,5,1,8,4
30,4,70.0,122,1,0,3,3,0,4,0,17,2,2,0,2,6,8,34,55,3,1,13,14,3,0,3,4,0,4,4,4,6,0,6,0,509,152,1,0,1,1,107,0,0,34,0,0,1,0,2,1,2,3,6,0,0,6,20,3,1,31,2,2,0,0,95,0,0,0,0,0,0,0,0,5,0,8,4
20,3,62.0,1068,1,0,0,2,0,4,1,4,2,2,0,2,7,5,76,25,1,7,9,10,3,0,3,4,1,3,4,2,1,655,6,0,537,574,1,4,1,5,566,0,0,419,1,0,2,0,2,1,2,3,6,2,5,2,61,3,2,240,5,5,2,125,42,0,0,0,0,0,0,0,0,11,0,8,4
60,3,0.0,454,1,0,0,3,0,0,0,23,2,2,0,5,6,5,97,47,3,1,12,13,2,18,2,4,2,1,4,4,1,742,6,0,59,189,1,0,1,5,155,240,0,557,1,0,2,1,3,1,3,5,6,0,0,2,82,1,2,116,5,5,2,78,103,0,0,0,0,0,0,0,0,6,1,8,4
60,1,75.0,409,1,0,3,3,0,4,0,21,2,2,0,5,8,5,109,58,1,1,12,13,3,0,2,4,2,3,4,4,6,0,6,0,477,122,1,0,1,5,87,206,0,456,0,0,2,1,3,1,2,4,6,0,0,2,94,2,2,303,5,5,2,0,20,0,0,0,0,0,0,0,0,5,3,8,4
90,3,63.0,452,1,0,3,3,0,4,0,11,2,2,2,2,5,5,77,26,1,1,9,10,3,0,3,4,1,4,4,4,1,1606,6,0,55,648,1,4,1,5,664,0,0,544,2,0,2,0,4,2,3,6,6,0,0,6,62,3,2,228,5,5,2,0,0,0,0,0,0,0,0,0,0,6,0,8,3
20,3,80.0,498,1,0,3,3,0,4,0,14,2,2,0,2,7,6,74,23,3,1,6,6,2,209,3,4,1,4,4,4,1,916,6,0,202,427,1,1,1,5,414,0,0,247,0,0,1,1,3,1,3,4,6,1,5,2,59,3,2,205,5,5,2,0,0,0,0,0,0,0,0,0,0,8,1,8,4
70,4,34.0,85,1,1,3,3,0,4,0,17,2,2,0,5,5,5,20,0,1,1,0,0,3,0,3,4,0,4,4,4,6,0,6,0,393,50,1,1,0,5,22,160,0,304,0,0,1,0,4,1,3,5,6,0,0,6,6,3,3,193,2,2,2,0,0,31,0,0,0,0,0,0,0,4,2,0,0
20,3,0.0,1064,1,0,0,2,0,1,1,4,2,2,0,2,4,6,55,44,0,5,9,10,3,0,3,4,1,3,4,2,2,1116,6,0,144,493,1,0,1,5,631,0,0,499,1,0,1,0,2,1,2,4,2,2,3,2,40,1,2,206,5,5,2,142,117,0,0,0,0,0,0,0,0,2,2,8,4
70,4,0.0,99,1,1,3,3,0,4,0,17,2,2,0,5,8,7,29,46,3,1,11,15,3,0,3,2,2,4,4,4,6,0,6,0,375,40,1,1,1,5,120,221,0,502,0,0,1,0,3,1,2,5,6,1,3,6,13,3,1,16,5,5,2,118,51,0,0,0,0,0,3,0,0,5,2,8,4
50,3,0.0,182,1,0,0,0,0,0,0,3,2,2,0,0,5,4,51,0,1,1,8,8,1,103,3,4,1,4,4,4,4,185,6,0,336,89,1,4,1,5,223,7,0,222,1,0,1,0,3,1,2,3,6,1,5,6,36,3,1,76,5,5,2,0,0,102,0,0,0,0,0,0,0,6,3,8,4
60,1,75.0,278,1,0,0,3,0,4,0,21,6,2,0,5,8,5,110,59,1,1,12,13,4,65,2,4,2,3,4,4,3,544,6,0,170,164,1,0,1,5,119,338,0,635,1,0,2,1,3,1,3,6,6,0,0,4,95,1,2,223,5,5,2,0,125,0,0,0,0,0,0,0,0,11,3,6,5
70,3,60.0,202,1,0,3,3,0,4,0,18,1,2,0,5,7,9,39,57,1,1,13,14,3,0,2,2,2,3,2,4,1,350,2,44,0,34,1,0,1,5,14,77,0,185,1,0,1,0,3,1,2,4,6,0,0,6,57,2,2,240,5,5,2,164,0,0,0,0,0,0,3,0,0,3,3,8,4
20,3,60.0,311,1,0,0,3,0,4,0,19,2,2,0,2,5,5,66,15,1,1,8,8,3,0,3,4,1,4,4,4,5,553,2,62,0,185,1,2,1,5,139,0,0,50,0,0,1,0,3,1,3,3,6,1,4,6,51,3,1,79,5,5,2,0,0,97,0,0,0,0,2,0,0,11,3,8,4
70,3,74.0,773,1,0,0,1,0,4,1,6,2,2,0,5,6,7,37,45,3,1,11,12,3,0,3,4,1,4,4,4,4,326,6,0,243,94,1,1,1,1,130,211,0,497,0,0,1,1,3,1,3,4,6,1,3,6,27,3,1,19,5,5,2,0,0,0,0,0,0,0,0,0,0,7,2,8,4
20,3,60.0,325,1,0,3,1,0,4,1,5,2,2,0,2,5,5,79,28,1,1,6,6,2,83,3,4,1,3,4,4,5,616,6,0,269,300,1,4,1,5,266,0,0,125,0,0,2,0,3,1,3,3,6,0,0,0,121,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,3,8,4
120,4,0.0,38,1,0,3,3,0,4,0,0,2,2,4,2,7,5,105,54,3,1,12,13,2,5,2,4,2,3,4,4,6,0,6,0,700,500,1,0,1,5,505,0,0,347,0,0,2,0,2,1,2,4,6,1,5,2,90,1,2,100,5,5,2,78,10,0,0,0,0,0,0,0,0,4,0,8,4
20,3,85.0,625,1,0,3,3,0,4,0,12,2,2,0,2,7,5,71,20,0,5,9,10,3,0,3,2,1,4,2,2,3,778,6,0,322,452,1,4,1,5,436,0,0,268,1,0,1,0,2,1,3,3,6,1,4,2,56,3,2,203,5,5,2,0,0,0,0,35,0,0,2,0,0,3,1,8,4
70,3,79.0,477,1,0,3,3,0,4,0,12,0,2,0,5,5,7,45,45,1,1,8,8,4,146,3,4,1,4,4,4,4,386,6,0,211,102,1,0,1,5,155,180,0,487,0,0,1,1,3,1,2,5,6,2,3,2,30,3,1,58,5,5,2,97,0,0,0,0,0,0,0,0,0,5,1,8,4
20,3,98.0,726,1,0,0,3,0,4,0,16,2,2,0,2,8,5,107,56,1,1,12,13,4,163,2,4,2,3,4,4,6,0,6,0,745,614,1,0,1,5,617,0,0,480,0,0,2,0,3,1,2,5,6,1,3,2,92,2,3,398,5,5,2,0,32,0,0,0,0,0,0,0,0,4,1,8,4
60,3,76.0,451,1,0,0,3,0,0,0,20,7,2,0,5,6,5,94,43,1,1,6,6,2,73,2,4,2,3,4,4,3,426,6,0,255,164,1,0,1,5,119,248,0,531,0,0,2,1,3,1,2,5,6,0,0,2,79,2,2,187,5,5,2,78,58,0,0,0,0,0,0,0,0,5,2,8,4
120,3,0.0,166,1,0,0,3,0,0,0,22,2,2,4,2,8,5,86,35,1,1,6,6,3,0,2,4,2,3,4,1,3,368,2,141,0,554,1,4,1,5,550,0,0,398,1,0,1,1,1,1,2,2,6,0,0,2,71,2,2,205,5,5,2,0,42,0,0,17,0,0,0,0,0,5,4,8,4
60,3,92.0,771,1,0,3,3,0,4,0,14,3,2,0,5,7,6,78,27,4,6,14,10,3,0,3,4,1,3,4,4,6,0,6,0,505,149,1,4,1,5,360,209,0,653,0,0,2,1,3,1,3,6,6,1,3,2,63,2,2,211,5,5,2,0,0,0,0,64,0,0,0,0,0,10,1,8,4
